rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/entropy_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/value_loss,train/clip_range,train/loss
500.0,148,303104,3511,500.0,86,-0.23642919706180693,0.019384765625,1470,0.0003,-0.0015507174393860623,-5.751053333282471,0.002005797,2.7143821804997968e-05,0.2,0.00025695349904708564
500.0,149,305152,3520,500.0,86,-0.23999317386187613,0.059765625,1480,0.0003,-0.0025773322355234995,-6.29581356048584,0.0056712674,3.0972794888839417e-06,0.2,-0.019095083698630333
500.0,150,307200,3529,500.0,87,-0.25513524510897695,0.0169921875,1490,0.0003,-0.0002820047113345936,-11.407695770263672,0.0009996116,6.511532376407559e-07,0.2,-0.003370492020621896
500.0,151,309248,3538,500.0,87,-0.26457094992510977,0.031884765625,1500,0.0003,0.0002187827034504153,-6.229513645172119,0.002129482,9.409828237494367e-07,0.2,0.001954600913450122
500.0,152,311296,3547,500.0,87,-0.24055010159499943,0.024609375,1510,0.0003,-0.00117817317659501,-2.7314248085021973,0.0018656634,5.320724088164752e-06,0.2,-0.003509863745421171
500.0,153,313344,3556,500.0,88,-0.2464338188059628,0.0158203125,1520,0.0003,0.00010440027617732994,-3.3182291984558105,0.00087384565,2.862657149194092e-06,0.2,0.005168677307665348
500.0,154,315392,3565,500.0,88,-0.2377153208479285,0.0107421875,1530,0.0003,-0.0008618070482043549,-2.374511957168579,0.0014053595,3.860690708279435e-06,0.2,0.007666570134460926
500.0,155,317440,3575,500.0,88,-0.23325670710764826,0.02060546875,1540,0.0003,-0.0005206560017541051,-3.7884397506713867,0.0017081158,2.2464871136662623e-06,0.2,-0.00012333143968135118
500.0,156,319488,3584,500.0,89,-0.2520596238784492,0.06767578125,1550,0.0003,-0.0003168160837958567,-6.771415710449219,0.0017272737,2.0466616268777217e-05,0.2,-0.003755668643862009
500.0,157,321536,3594,500.0,89,-0.26508607156574726,0.04658203125,1560,0.0003,-0.0007987951532413718,-5.008197784423828,0.003213013,2.2151877314513512e-05,0.2,-0.001361182308755815
500.0,158,323584,3603,500.0,89,-0.263776917848736,0.03173828125,1570,0.0003,-0.0016245648032054306,-3.5858311653137207,0.0034424975,8.540539511159296e-08,0.2,-0.01001999992877245
500.0,159,325632,3612,500.0,90,-0.2544932872056961,0.01591796875,1580,0.0003,-0.000482020118215587,-3.4039745330810547,0.0013168696,9.345229159407609e-08,0.2,-3.8665464671794325e-05
500.0,160,327680,3622,500.0,90,-0.27788322530686854,0.03251953125,1590,0.0003,0.000402042519999668,-8.389019012451172,0.005300189,6.600596407224657e-08,0.2,0.0025823672767728567
500.0,161,329728,3632,500.0,90,-0.27764652627520264,0.040771484375,1600,0.0003,-0.002058947029581759,-4.363351345062256,0.004513342,2.6211482122562303e-07,0.2,-0.008090915158390999
500.0,162,331776,3641,500.0,91,-0.2606144031044096,0.0142578125,1610,0.0003,-0.00019885190267814322,-2.5724246501922607,0.0012199667,2.837525073573488e-07,0.2,-0.003191133961081505
500.0,163,333824,3651,500.0,91,-0.26375587047077714,0.025537109375,1620,0.0003,-0.0021391235379269345,-5.2345757484436035,0.0013875212,5.259255149212549e-05,0.2,-0.0009891620138660073
500.0,164,335872,3660,500.0,91,-0.2552438111975789,0.025927734375,1630,0.0003,-0.0003795313350565266,-8.243368148803711,0.0018509761,1.1164885052039609e-07,0.2,-0.0012878305278718472
500.0,165,337920,3670,500.0,92,-0.2589932558592409,0.02646484375,1640,0.0003,-0.0004208370723063126,-5.14034366607666,0.0038851006,8.946927891884115e-08,0.2,-0.005026856437325478
500.0,166,339968,3681,500.0,92,-0.27516917954199016,0.0755859375,1650,0.0003,-0.0034905352658824995,-8.609708786010742,0.009168368,6.120261559772189e-08,0.2,0.02339899353682995
500.0,167,342016,3691,500.0,92,-0.25187151310965417,0.021630859375,1660,0.0003,-0.0015341876278398558,-4.921823501586914,0.0025220977,8.995655491617071e-08,0.2,-0.0022141747176647186
500.0,168,344064,3701,500.0,92,-0.2601402589585632,0.03466796875,1670,0.0003,-0.0027124181171529925,-4.884324550628662,0.0030537206,5.041643589720479e-07,0.2,0.0005134833627380431
500.0,169,346112,3712,500.0,93,-0.26474493159912527,0.051708984375,1680,0.0003,-0.0024602376885013654,-7.822320938110352,0.004051163,6.280744204900657e-06,0.2,-0.002757398644462228
500.0,170,348160,3722,500.0,93,-0.2803710776846856,0.05029296875,1690,0.0003,-0.0018795838768710382,-9.764385223388672,0.003914141,3.595163207137375e-06,0.2,-0.007555603515356779
500.0,171,350208,3732,500.0,93,-0.2573290868662298,0.02021484375,1700,0.0003,-0.0011427097022533416,-5.818639278411865,0.0009169836,1.1879387784574647e-07,0.2,0.009682055562734604
500.0,172,352256,3742,500.0,94,-0.2470453389454633,0.01611328125,1710,0.0003,-0.0014290092600276693,-4.544247627258301,0.0015760055,8.566709425394947e-07,0.2,-0.008166271261870861
500.0,173,354304,3752,500.0,94,-0.24381370688788592,0.04111328125,1720,0.0003,-0.0027438688703114167,-3.4857592582702637,0.0029766648,1.0842568764246608e-05,0.2,0.00453309528529644
500.0,174,356352,3762,500.0,94,-0.23246432100422681,0.011572265625,1730,0.0003,-0.0005914082867093384,-3.138983726501465,0.0011701164,1.481822692994683e-07,0.2,-0.006707869935780764
500.0,175,358400,3773,500.0,94,-0.2294232512358576,0.017138671875,1740,0.0003,-0.0005983520255540498,-4.469342231750488,0.0019253974,1.0887378658708258e-05,0.2,-0.006078681442886591
500.0,176,360448,3783,500.0,95,-0.23994001438841223,0.032421875,1750,0.0003,-0.0018675589759368449,-6.198221683502197,0.003526554,4.6774316871278644e-06,0.2,-0.006189761683344841
500.0,177,362496,3794,500.0,95,-0.24269283483736218,0.0125,1760,0.0003,0.00012877339322585611,-11.539459228515625,0.0004159147,1.133877304937414e-07,0.2,-0.003997755702584982
500.0,178,364544,3804,500.0,95,-0.23971529686823487,0.016552734375,1770,0.0003,-0.0003585146834666375,-8.38204288482666,0.0023249052,1.7917012655743748e-07,0.2,0.002190422499552369
500.0,179,366592,3814,500.0,96,-0.23984810654073954,0.0296875,1780,0.0003,-0.0012694127683062107,-13.941557884216309,0.0012478859,2.0733896704427934e-05,0.2,0.012275248765945435
500.0,180,368640,3825,500.0,96,-0.2345333573408425,0.01640625,1790,0.0003,0.0007714482271694578,-0.2688335180282593,0.00084541657,5.6496051740850815e-06,0.2,0.00112508749589324
500.0,181,370688,3836,500.0,96,-0.23387496806681157,0.039453125,1800,0.0003,-0.0013534514131606557,-0.36241769790649414,0.0040365206,4.1931163545427806e-05,0.2,-0.00013269799819681793
500.0,182,372736,3846,500.0,96,-0.21655296748504044,0.022314453125,1810,0.0003,0.00011409078870201483,-0.35838747024536133,0.002321067,2.0145370172031107e-07,0.2,-0.0016486255917698145
500.0,183,374784,3857,500.0,97,-0.25991072971373796,0.042333984375,1820,0.0003,-0.00021866506576770917,-0.5912175178527832,0.0069414554,1.8169749580465577e-07,0.2,0.004214912187308073
500.0,184,376832,3868,500.0,97,-0.23081436790525914,0.01298828125,1830,0.0003,-0.0005953181862423662,-0.8353582620620728,0.0016749713,6.818745930559089e-07,0.2,-0.002381265163421631
500.0,185,378880,3878,500.0,97,-0.2620421669445932,0.032470703125,1840,0.0003,-0.0007330021981033497,-0.9681220054626465,0.0029985453,5.757335429734667e-07,0.2,-0.006022930610924959
500.0,186,380928,3889,500.0,97,-0.23681889954023064,0.02041015625,1850,0.0003,-0.0018808168519171887,-1.5628197193145752,0.0021825857,2.7100098293431075e-06,0.2,0.02287919633090496
500.0,187,382976,3900,500.0,98,-0.24422909505665302,0.02099609375,1860,0.0003,-0.00035341427428647876,-1.6144721508026123,0.00061484124,3.627746278880295e-05,0.2,-0.0060633523389697075
500.0,188,385024,3911,500.0,98,-0.24546348508447408,0.04404296875,1870,0.0003,-0.0014747895183973014,-2.090272903442383,0.0043708133,2.281335298448539e-07,0.2,-0.013189495541155338
500.0,189,387072,3922,500.0,98,-0.23199346312321723,0.0197265625,1880,0.0003,-0.0005774923658464104,-3.5544514656066895,0.0027473783,2.4804235749797953e-07,0.2,-0.004980599973350763
500.0,190,389120,3933,500.0,98,-0.2457546055316925,0.030078125,1890,0.0003,2.790587896015495e-05,-3.3338088989257812,0.002329462,4.631221742101843e-07,0.2,0.0019322022562846541
500.0,191,391168,3945,500.0,99,-0.2438359424006194,0.024365234375,1900,0.0003,0.0004616766877006739,-4.012415409088135,0.0032559773,5.550796907982658e-06,0.2,-0.0012963861227035522
500.0,192,393216,3956,500.0,99,-0.25421121511608363,0.037109375,1910,0.0003,-0.0012516280243289658,-5.214764595031738,0.0034623747,1.6961358244316217e-05,0.2,0.0009399284608662128
500.0,193,395264,3967,500.0,99,-0.25006779418326913,0.018798828125,1920,0.0003,0.000572371727321297,-7.359468460083008,0.00242772,2.28531826849121e-06,0.2,0.01372607797384262
500.0,194,397312,3979,500.0,99,-0.258259737957269,0.03544921875,1930,0.0003,-0.0013701983902137727,-7.324176788330078,0.0028442745,2.6372163063115294e-06,0.2,-0.016983604058623314
500.0,195,399360,3990,500.0,100,-0.25610358444973824,0.045947265625,1940,0.0003,-0.0004942614876199513,-2.983196258544922,0.0060311444,1.2754247222801495e-07,0.2,-0.004001076333224773
500.0,196,401408,4002,500.0,100,-0.26416347846388816,0.0201171875,1950,0.0003,0.00035070230660494417,-11.54569149017334,0.0036670645,3.8828336812457565e-07,0.2,-0.0019693549256771803
500.0,197,403456,4014,500.0,100,-0.26628705514594914,0.036572265625,1960,0.0003,0.0005651807397953235,-3.1832075119018555,0.0031660227,7.795913009545075e-06,0.2,0.0015296833589673042
500.0,198,405504,4027,500.0,100,-0.25016060676425694,0.015185546875,1970,0.0003,-0.001993914257036522,-2.4399802684783936,0.0013769118,8.757395761449516e-07,0.2,-0.0033231093548238277
500.0,199,407552,4039,500.0,100,-0.2512144627049565,0.019873046875,1980,0.0003,-0.0013045574640273116,-5.90238094329834,0.0013068767,7.894577228739763e-06,0.2,0.0007371623069047928
500.0,200,409600,4052,500.0,101,-0.24746328336186707,0.01123046875,1990,0.0003,-1.888604019768536e-05,-4.121108531951904,0.001680621,3.352615356959632e-05,0.2,-0.000978027586825192
500.0,201,411648,4066,500.0,101,-0.25708745974116026,0.014013671875,2000,0.0003,-1.553300389787182e-05,-6.300196170806885,0.00146611,5.4861021681062996e-08,0.2,0.01173613965511322
500.0,202,413696,4079,500.0,101,-0.2681678045541048,0.06162109375,2010,0.0003,-0.0025961564067984,-6.494606971740723,0.0053363256,6.429902441595913e-08,0.2,0.014147932641208172
500.0,203,415744,4091,500.0,101,-0.27345763868652284,0.06328125,2020,0.0003,-0.0047633746115025135,-4.633300304412842,0.0054461015,6.87852320879756e-08,0.2,-0.015521612949669361
500.0,204,417792,4104,500.0,101,-0.2584303968120366,0.0169921875,2030,0.0003,-0.0015799502492882312,-4.407216548919678,0.0019891039,9.808200331917761e-08,0.2,0.005729473661631346
500.0,205,419840,4117,500.0,101,-0.2585223788395524,0.007861328125,2040,0.0003,-0.00011010482703568413,-12.789716720581055,0.0006837106,1.3303523559216045e-06,0.2,0.00824816431850195
500.0,206,421888,4130,500.0,102,-0.24846240864135324,0.03359375,2050,0.0003,-0.0013134795866790228,-3.802853584289551,0.0025975946,2.591866376633334e-07,0.2,0.006338258273899555
500.0,207,423936,4144,500.0,102,-0.2656153959222138,0.05078125,2060,0.0003,-0.0018612624946399592,-8.801815032958984,0.0054374365,5.475399404986092e-07,0.2,0.0006207100814208388
500.0,208,425984,4157,500.0,102,-0.27838655444793403,0.03505859375,2070,0.0003,-0.00035677949636010454,-8.787968635559082,0.005637701,2.252745043449522e-05,0.2,-0.0029011911246925592
500.0,209,428032,4171,500.0,102,-0.25846121590584514,0.01845703125,2080,0.0003,-0.0020960554000339473,-4.274523735046387,0.0027646017,4.727432326490089e-07,0.2,-0.0055163269862532616
500.0,210,430080,4184,500.0,102,-0.2790421816520393,0.0296875,2090,0.0003,0.00023567494354210795,-5.987446308135986,0.0019881006,5.661478894580796e-08,0.2,-0.00567250931635499
500.0,211,432128,4198,500.0,102,-0.26360295014455914,0.044482421875,2100,0.0003,-0.0024209554365370424,-3.6738333702087402,0.0036970638,3.9251625594260986e-07,0.2,0.0051035271026194096
500.0,212,434176,4211,500.0,103,-0.24372664745897055,0.025341796875,2110,0.0003,-0.002030860015656799,-6.061087608337402,0.0018224485,4.112565244440703e-06,0.2,-0.004167799837887287
500.0,213,436224,4225,500.0,103,-0.26507815048098565,0.05166015625,2120,0.0003,-0.0021749089006334542,-4.560680389404297,0.004317819,8.724555300432257e-08,0.2,-0.0016537397168576717
500.0,214,438272,4238,500.0,103,-0.2655743858311325,0.05166015625,2130,0.0003,-0.0009521524363663048,-8.66077995300293,0.003964055,2.4270364917811094e-07,0.2,-0.006510112434625626
500.0,215,440320,4253,500.0,103,-0.2731948750093579,0.043994140625,2140,0.0003,-0.0022193708093254825,-7.144376754760742,0.0027472063,2.946493979152365e-05,0.2,-0.01656857319176197
500.0,216,442368,4267,500.0,103,-0.2548949135933071,0.01630859375,2150,0.0003,-0.0011808811977971345,-3.3454995155334473,0.00086550694,5.6702432971178496e-08,0.2,0.005602810997515917
500.0,217,444416,4281,500.0,103,-0.2555412411689758,0.0095703125,2160,0.0003,-0.00020333485299488528,-8.202493667602539,0.0021421593,3.794382053001755e-08,0.2,-0.0030452925711870193
500.0,218,446464,4295,500.0,103,-0.26085066394880413,0.02666015625,2170,0.0003,0.0007378033937129657,-13.637035369873047,0.0023347586,5.5742495419508485e-08,0.2,0.020131975412368774
500.0,219,448512,4309,500.0,104,-0.26164690470322965,0.0173828125,2180,0.0003,-0.0004684721905505285,-4.94129753112793,0.0011679034,4.3452476177208156e-07,0.2,-0.0018332743784412742
500.0,220,450560,4323,500.0,104,-0.2512762735132128,0.02607421875,2190,0.0003,-0.0011936889175558462,-8.451898574829102,0.0020426898,3.929545428604797e-05,0.2,-0.006473475601524115
500.0,221,452608,4337,500.0,104,-0.2621269943192601,0.031640625,2200,0.0003,-0.001258511639025528,-3.810966968536377,0.0037979488,4.360357763744105e-08,0.2,-0.0007104030228219926
500.0,222,454656,4352,500.0,104,-0.2563761244062334,0.035205078125,2210,0.0003,-0.0012043534166878088,-3.4311976432800293,0.0037648168,5.681299910520465e-08,0.2,0.005969160236418247
500.0,223,456704,4367,500.0,104,-0.25955842016264796,0.044140625,2220,0.0003,-0.0020332372121629307,-5.730206489562988,0.0049859574,4.949922924879502e-08,0.2,0.002541562309488654
500.0,224,458752,4381,500.0,104,-0.2761070779059082,0.01826171875,2230,0.0003,-0.00046925561910029503,-6.807105541229248,0.0037785056,2.477065606854012e-07,0.2,-0.006551505997776985
500.0,225,460800,4395,500.0,104,-0.25137997861020267,0.021728515625,2240,0.0003,-0.002071276231436059,-7.819527626037598,0.0025714627,1.287838784946871e-07,0.2,-0.004762415308505297
500.0,226,462848,4409,500.0,104,-0.27149820579215883,0.033935546875,2250,0.0003,-0.0009081211665034061,-8.83051872253418,0.001476927,2.3050963591231266e-07,0.2,0.0028112251311540604
500.0,227,464896,4424,500.0,105,-0.2704148049931973,0.02607421875,2260,0.0003,-0.0001480355829698965,-6.403401851654053,0.0012975994,6.904848106614736e-07,0.2,0.006668513175100088
500.0,228,466944,4438,500.0,105,-0.26597159588709474,0.008349609375,2270,0.0003,-0.00019215916690882296,-4.79187536239624,0.0012872667,9.824886748788231e-06,0.2,-0.0026427654083818197
500.0,229,468992,4453,500.0,105,-0.24973620511591435,0.035888671875,2280,0.0003,-0.0013457773515256123,-4.962567329406738,0.0022825997,2.409352987342572e-07,0.2,-0.001568416366353631
500.0,230,471040,4468,500.0,105,-0.25197136397473513,0.015380859375,2290,0.0003,-0.0008676505152834579,-6.487977027893066,0.0018132278,3.013380313632297e-06,0.2,-0.006620641797780991
500.0,231,473088,4483,500.0,105,-0.24895644704811276,0.038330078125,2300,0.0003,-0.000999490899266675,-7.27177619934082,0.0018404012,9.029956356698676e-06,0.2,-0.00923195667564869
500.0,232,475136,4498,500.0,105,-0.2531481263693422,0.04912109375,2310,0.0003,-0.0003693140941322781,-0.25133371353149414,0.005390846,3.7064956586618793e-06,0.2,0.016848985105752945
500.0,233,477184,4512,500.0,105,-0.26650458863005044,0.037646484375,2320,0.0003,-0.0004614672638126649,-0.22469305992126465,0.0017989671,1.3057657992021631e-05,0.2,-0.003925983794033527
500.0,234,479232,4526,500.0,105,-0.2746388176456094,0.061474609375,2330,0.0003,-0.00039777599304215985,-0.3991837501525879,0.006666202,1.1093349570501232e-06,0.2,8.633089601062238e-05
500.0,235,481280,4540,500.0,105,-0.28283530292101206,0.068603515625,2340,0.0003,-0.0022735452075721696,-0.5342870950698853,0.0061281575,1.0949978218377509e-06,0.2,-0.013116106390953064
500.0,236,483328,4555,500.0,106,-0.27538326042704286,0.015283203125,2350,0.0003,-0.0003987139119999483,-0.7522011995315552,0.0018070384,1.2109471214216683e-06,0.2,-0.0023023393005132675
500.0,237,485376,4569,500.0,106,-0.26046139243990185,0.030224609375,2360,0.0003,-0.0009690168517408893,-1.111055612564087,0.0036884747,1.1502951792863314e-06,0.2,-0.0026352228596806526
500.0,238,487424,4583,500.0,106,-0.26311198198236524,0.015625,2370,0.0003,-0.00079905440506991,-0.615591287612915,0.0012888659,1.984053344017411e-06,0.2,0.0016822381876409054
500.0,239,489472,4597,500.0,106,-0.24925884357653558,0.01552734375,2380,0.0003,-0.0003089578327490017,-4.611485481262207,0.00086106686,3.645988386438148e-05,0.2,-0.004951192997395992
500.0,240,491520,4612,500.0,106,-0.24340559039264917,0.018505859375,2390,0.0003,-0.0008523230542778037,-5.152760982513428,0.0020365755,3.900652245647507e-08,0.2,-0.005327665712684393
500.0,241,493568,4626,500.0,106,-0.23924273517914116,0.017138671875,2400,0.0003,-0.00019439553143456577,-4.242313385009766,0.0027105196,7.169694811182126e-08,0.2,0.010133514180779457
500.0,242,495616,4641,500.0,106,-0.2471518749371171,0.017431640625,2410,0.0003,-0.000429479014565004,-4.3449602127075195,0.0014243252,5.190198635318666e-08,0.2,-0.0032507770229130983
500.0,243,497664,4655,500.0,106,-0.2389083848334849,0.019775390625,2420,0.0003,0.0008535000320989639,-4.371078968048096,0.0012730989,4.04894306029746e-06,0.2,0.03532671183347702
500.0,244,499712,4670,500.0,106,-0.24460958084091544,0.0388671875,2430,0.0003,-0.001467311306623742,-6.742225646972656,0.0032520688,5.70359063090109e-07,0.2,-0.024012494832277298
500.0,245,501760,4685,500.0,107,-0.2349997151643038,0.038671875,2440,0.0003,-0.0011920838835067116,-5.928845405578613,0.00065850106,6.516496256381287e-07,0.2,-0.0008162585436366498
